reference_code,url,price,currency,life_span,material_label,size_label,collection
CRB8301234,https://www.cartier.com/en-ae/jewellery/earrings/juste-un-clou-earrings-CRB8301234.html,11000.0,AED,Q4 May 2022,Other,Medium,Other
CRB8301235,https://www.cartier.com/en-ae/jewellery/earrings/juste-un-clou-earrings-CRB8301235.html,11000.0,AED,Q4 May 2022,Other,Medium,Other
CRB8301236,https://www.cartier.com/en-ae/jewellery/earrings/juste-un-clou-earrings-CRB8301236.html,11800.0,AED,Q4 May 2022,Other,Medium,Other
CRB8301429,https://www.cartier.com/en-ae/jewellery/earrings/juste-un-clou-earrings-CRB8301429.html,24000.0,AED,Q4 May 2022,Other,Medium,Other
CRB8301430,https://www.cartier.com/en-ae/jewellery/earrings/juste-un-clou-earrings-CRB8301430.html,24000.0,AED,Q4 May 2022,Other,Medium,Other
CRB8301431,https://www.cartier.com/en-ae/jewellery/earrings/juste-un-clou-earrings-CRB8301431.html,25700.0,AED,Q4 May 2022,Other,Medium,Other
CRN8515008,https://www.cartier.com/en-ae/jewellery/earrings/juste-un-clou-earrings-CRN8515008.html,104000.0,AED,Q4 May 2022,Other,Medium,Other
CRN8515009,https://www.cartier.com/en-ae/jewellery/earrings/juste-un-clou-earrings-CRN8515009.html,96000.0,AED,Q4 May 2022,Other,Medium,Other
CRH8000125,https://www.cartier.com/en-ae/jewellery/earrings/les-oiseaux-lib%C3%A9r%C3%A9s-earrings-CRH8000125.html,378000.0,AED,Q4 May 2022,Other,Medium,Other
CRH8000127,https://www.cartier.com/en-ae/jewellery/earrings/les-oiseaux-lib%C3%A9r%C3%A9s-earrings-CRH8000127.html,935000.0,AED,Q4 May 2022,Other,Medium,Other
CRH8000129,https://www.cartier.com/en-ae/jewellery/earrings/les-oiseaux-lib%C3%A9r%C3%A9s-earrings-CRH8000129.html,825000.0,AED,Q4 May 2022,Other,Medium,Other
CRN8503300,https://www.cartier.com/en-ae/jewellery/earrings/les-oiseaux-lib%C3%A9r%C3%A9s-earrings-CRN8503300.html,318000.0,AED,Q4 May 2022,Other,Medium,Other
CRB8022800,https://www.cartier.com/en-ae/jewellery/earrings/love-earrings-2-diamonds-CRB8022800.html,20900.0,AED,Q4 May 2022,Other,Medium,Other
CRB8022900,https://www.cartier.com/en-ae/jewellery/earrings/love-earrings-2-diamonds-CRB8022900.html,19500.0,AED,Q4 May 2022,Other,Medium,Other
CRB8022500,https://www.cartier.com/en-ae/jewellery/earrings/love-earrings-CRB8022500.html,13100.0,AED,Q4 May 2022,Other,Medium,Other
CRB8028200,https://www.cartier.com/en-ae/jewellery/earrings/love-earrings-CRB8028200.html,15600.0,AED,Q4 May 2022,Other,Medium,Other
CRB8028300,https://www.cartier.com/en-ae/jewellery/earrings/love-earrings-CRB8028300.html,16700.0,AED,Q4 May 2022,Other,Medium,Other
CRB8028800,https://www.cartier.com/en-ae/jewellery/earrings/love-earrings-CRB8028800.html,7450.0,AED,Q4 May 2022,Other,Medium,Other
CRB8028900,https://www.cartier.com/en-ae/jewellery/earrings/love-earrings-CRB8028900.html,7950.0,AED,Q4 May 2022,Other,Medium,Other
CRB8029000,https://www.cartier.com/en-ae/jewellery/earrings/love-earrings-CRB8029000.html,7450.0,AED,Q4 May 2022,Other,Medium,Other
CRB8301218,https://www.cartier.com/en-ae/jewellery/earrings/love-earrings-CRB8301218.html,19500.0,AED,Q4 May 2022,Other,Medium,Other
CRB8301254,https://www.cartier.com/en-ae/jewellery/earrings/love-earrings-CRB8301254.html,5750.0,AED,Q4 May 2022,Other,Medium,Other
CRB8301255,https://www.cartier.com/en-ae/jewellery/earrings/love-earrings-CRB8301255.html,5750.0,AED,Q4 May 2022,Other,Medium,Other
CRB8301256,https://www.cartier.com/en-ae/jewellery/earrings/love-earrings-CRB8301256.html,6150.0,AED,Q4 May 2022,Other,Medium,Other
CRB8301433,https://www.cartier.com/en-ae/jewellery/earrings/love-earrings-CRB8301433.html,16900.0,AED,Q4 May 2022,Other,Medium,Other
CRN8515192,https://www.cartier.com/en-ae/jewellery/earrings/love-earrings-CRN8515192.html,43400.0,AED,Q4 May 2022,Other,Medium,Other
CRN8515193,https://www.cartier.com/en-ae/jewellery/earrings/love-earrings-CRN8515193.html,46400.0,AED,Q4 May 2022,Other,Medium,Other
CRB8301421,https://www.cartier.com/en-ae/jewellery/earrings/love-single-earring-CRB8301421.html,2090.0,AED,Q4 May 2022,Other,Medium,Other
CRB8301422,https://www.cartier.com/en-ae/jewellery/earrings/love-single-earring-CRB8301422.html,3400.0,AED,Q4 May 2022,Other,Medium,Other
CRB8301423,https://www.cartier.com/en-ae/jewellery/earrings/love-single-earring-CRB8301423.html,3400.0,AED,Q4 May 2022,Other,Medium,Other
CRB8301424,https://www.cartier.com/en-ae/jewellery/earrings/love-single-earring-CRB8301424.html,7350.0,AED,Q4 May 2022,Other,Medium,Other
CRB8032600,https://www.cartier.com/en-ae/jewellery/earrings/maillon-panth%C3%A8re-earrings-3-diamond-paved-rows-CRB8032600.html,39700.0,AED,Q4 May 2022,Other,Medium,Other
CRB8043900,https://www.cartier.com/en-ae/jewellery/earrings/panth%C3%A8re-de-cartier-earrings-CRB8043900.html,20900.0,AED,Q4 May 2022,Other,Medium,Other
CRB8044700,https://www.cartier.com/en-ae/jewellery/earrings/panth%C3%A8re-de-cartier-earrings-CRB8044700.html,42200.0,AED,Q4 May 2022,Other,Medium,Other
CRH8000330,https://www.cartier.com/en-ae/jewellery/earrings/panth%C3%A8re-de-cartier-earrings-CRH8000330.html,270000.0,AED,Q4 May 2022,Other,Medium,Other
CRH8000485,https://www.cartier.com/en-ae/jewellery/earrings/panth%C3%A8re-de-cartier-earrings-CRH8000485.html,575000.0,AED,Q4 May 2022,Other,Medium,Other
CRH8000615,https://www.cartier.com/en-ae/jewellery/earrings/panth%C3%A8re-de-cartier-earrings-CRH8000615.html,650000.0,AED,Q4 May 2022,Other,Medium,Other
CRH8000656,https://www.cartier.com/en-ae/jewellery/earrings/panth%C3%A8re-de-cartier-earrings-CRH8000656.html,630000.0,AED,Q4 May 2022,Other,Medium,Other
CRH8000657,https://www.cartier.com/en-ae/jewellery/earrings/panth%C3%A8re-de-cartier-earrings-CRH8000657.html,650000.0,AED,Q4 May 2022,Other,Medium,Other
CRH8000746,https://www.cartier.com/en-ae/jewellery/earrings/panth%C3%A8re-de-cartier-earrings-CRH8000746.html,206000.0,AED,Q4 May 2022,Other,Medium,Other
CRH8000778,https://www.cartier.com/en-ae/jewellery/earrings/panth%C3%A8re-de-cartier-earrings-CRH8000778.html,410000.0,AED,Q4 May 2022,Other,Medium,Other
CRH8000780,https://www.cartier.com/en-ae/jewellery/earrings/panth%C3%A8re-de-cartier-earrings-CRH8000780.html,264000.0,AED,Q4 May 2022,Other,Medium,Other
CRH8000781,https://www.cartier.com/en-ae/jewellery/earrings/panth%C3%A8re-de-cartier-earrings-CRH8000781.html,187000.0,AED,Q4 May 2022,Other,Medium,Other
CRHP800976,https://www.cartier.com/en-ae/jewellery/earrings/panth%C3%A8re-de-cartier-earrings-CRHP800976.html,620000.0,AED,Q4 May 2022,Other,Medium,Other
CRN8026900,https://www.cartier.com/en-ae/jewellery/earrings/panth%C3%A8re-de-cartier-earrings-CRN8026900.html,419000.0,AED,Q4 May 2022,Other,Medium,Other
CRN8041500,https://www.cartier.com/en-ae/jewellery/earrings/panth%C3%A8re-de-cartier-earrings-CRN8041500.html,158000.0,AED,Q4 May 2022,Other,Medium,Other
CRN8045900,https://www.cartier.com/en-ae/jewellery/earrings/panth%C3%A8re-de-cartier-earrings-CRN8045900.html,265000.0,AED,Q4 May 2022,Other,Medium,Other
CRN8050700,https://www.cartier.com/en-ae/jewellery/earrings/panth%C3%A8re-de-cartier-earrings-CRN8050700.html,57500.0,AED,Q4 May 2022,Other,Medium,Other
CRN8503200,https://www.cartier.com/en-ae/jewellery/earrings/panth%C3%A8re-de-cartier-earrings-CRN8503200.html,160000.0,AED,Q4 May 2022,Other,Medium,Other
CRN8503700,https://www.cartier.com/en-ae/jewellery/earrings/panth%C3%A8re-de-cartier-earrings-CRN8503700.html,550000.0,AED,Q4 May 2022,Other,Medium,Other
CRN8515072,https://www.cartier.com/en-ae/jewellery/earrings/panth%C3%A8re-de-cartier-earrings-CRN8515072.html,89000.0,AED,Q4 May 2022,Other,Medium,Other
CRN8515073,https://www.cartier.com/en-ae/jewellery/earrings/panth%C3%A8re-de-cartier-earrings-CRN8515073.html,178000.0,AED,Q4 May 2022,Other,Medium,Other
CRN8515155,https://www.cartier.com/en-ae/jewellery/earrings/panth%C3%A8re-de-cartier-earrings-CRN8515155.html,53000.0,AED,Q4 May 2022,Other,Medium,Other
CRN8515211,https://www.cartier.com/en-ae/jewellery/earrings/panth%C3%A8re-de-cartier-earrings-CRN8515211.html,116000.0,AED,Q4 May 2022,Other,Medium,Other
CRH8000261,https://www.cartier.com/en-ae/jewellery/earrings/pierres-gravees-earrings-CRH8000261.html,291000.0,AED,Q4 May 2022,Other,Medium,Other
CRH8000262,https://www.cartier.com/en-ae/jewellery/earrings/pierres-gravees-earrings-CRH8000262.html,291000.0,AED,Q4 May 2022,Other,Medium,Other
CRH8000465,https://www.cartier.com/en-ae/jewellery/earrings/pluie-de-cartier-earrings-CRH8000465.html,105000.0,AED,Q4 May 2022,Other,Medium,Other
CRH8000466,https://www.cartier.com/en-ae/jewellery/earrings/pluie-de-cartier-earrings-CRH8000466.html,120000.0,AED,Q4 May 2022,Other,Medium,Other
CRH8000654,https://www.cartier.com/en-ae/jewellery/earrings/pluie-de-cartier-earrings-CRH8000654.html,249000.0,AED,Q4 May 2022,Other,Medium,Other
CRN8515134,https://www.cartier.com/en-ae/jewellery/earrings/pluie-de-cartier-earrings-CRN8515134.html,79000.0,AED,Q4 May 2022,Other,Medium,Other
CRN8515135,https://www.cartier.com/en-ae/jewellery/earrings/pluie-de-cartier-earrings-CRN8515135.html,224000.0,AED,Q4 May 2022,Other,Medium,Other
CRH8000215,https://www.cartier.com/en-ae/jewellery/earrings/reflection-de-cartier-earrings-CRH8000215.html,253000.0,AED,Q4 May 2022,Other,Medium,Other
CRH8000334,https://www.cartier.com/en-ae/jewellery/earrings/reflection-de-cartier-earrings-CRH8000334.html,305000.0,AED,Q4 May 2022,Other,Medium,Other
CRH8000454,https://www.cartier.com/en-ae/jewellery/earrings/reflection-de-cartier-earrings-CRH8000454.html,305000.0,AED,Q4 May 2022,Other,Medium,Other
CRH8000459,https://www.cartier.com/en-ae/jewellery/earrings/reflection-de-cartier-earrings-CRH8000459.html,371000.0,AED,Q4 May 2022,Other,Medium,Other
CRH8000460,https://www.cartier.com/en-ae/jewellery/earrings/reflection-de-cartier-earrings-CRH8000460.html,1240000.0,AED,Q4 May 2022,Other,Medium,Other
CRH8000629,https://www.cartier.com/en-ae/jewellery/earrings/reflection-de-cartier-earrings-CRH8000629.html,321000.0,AED,Q4 May 2022,Other,Medium,Other
CRN8515094,https://www.cartier.com/en-ae/jewellery/earrings/reflection-de-cartier-earrings-CRN8515094.html,67000.0,AED,Q4 May 2022,Other,Medium,Other
CRN8515129,https://www.cartier.com/en-ae/jewellery/earrings/reflection-de-cartier-earrings-CRN8515129.html,127000.0,AED,Q4 May 2022,Other,Medium,Other
CRN8515133,https://www.cartier.com/en-ae/jewellery/earrings/reflection-de-cartier-earrings-CRN8515133.html,66000.0,AED,Q4 May 2022,Other,Medium,Other
CRH8000896,https://www.cartier.com/en-ae/jewellery/earrings/sixi%C3%A8me-sens-par-cartier-earrings-CRH8000896.html,585000.0,AED,Q4 May 2022,Other,Medium,Other
CR80083231,https://www.cartier.com/en-ae/jewellery/earrings/trinity-earrings-CR80083231.html,9200.0,AED,Q4 May 2022,Other,Medium,Other
CRB8017100,https://www.cartier.com/en-ae/jewellery/earrings/trinity-earrings-CRB8017100.html,5000.0,AED,Q4 May 2022,Other,Medium,Other
CRB8031900,https://www.cartier.com/en-ae/jewellery/earrings/trinity-earrings-CRB8031900.html,54000.0,AED,Q4 May 2022,Other,Medium,Other
CRB8043200,https://www.cartier.com/en-ae/jewellery/earrings/trinity-earrings-CRB8043200.html,8150.0,AED,Q4 May 2022,Other,Medium,Other
CRB8045300,https://www.cartier.com/en-ae/jewellery/earrings/trinity-earrings-CRB8045300.html,23400.0,AED,Q4 May 2022,Other,Medium,Other
CRB8301259,https://www.cartier.com/en-ae/jewellery/earrings/trinity-earrings-CRB8301259.html,29800.0,AED,Q4 May 2022,Other,Medium,Other
CRB4216700,https://www.cartier.com/en-ae/jewellery/engagement-rings/etincelle-de-cartier-ring-CRB4216700.html,12200.0,AED,Q4 May 2022,Other,Medium,Other
CRB4225700,https://www.cartier.com/en-ae/jewellery/engagement-rings/etincelle-de-cartier-ring-CRB4225700.html,13000.0,AED,Q4 May 2022,Other,Medium,Other
CRB4230400,https://www.cartier.com/en-ae/jewellery/engagement-rings/etincelle-de-cartier-ring-CRB4230400.html,12200.0,AED,Q4 May 2022,Other,Medium,Other
CRH7000346,https://www.cartier.com/en-ae/jewellery/necklaces/%5Bsur%5Dnaturel-necklace-CRH7000346.html,1210000.0,AED,Q4 May 2022,Other,Medium,Other
CRH7000014,https://www.cartier.com/en-ae/jewellery/necklaces/agrafe-necklace-CRH7000014.html,353000.0,AED,Q4 May 2022,Other,Medium,Other
CRH7000477,https://www.cartier.com/en-ae/jewellery/necklaces/agrafe-necklace-CRH7000477.html,710000.0,AED,Q4 May 2022,Other,Medium,Other
CRH7000479,https://www.cartier.com/en-ae/jewellery/necklaces/agrafe-necklace-CRH7000479.html,760000.0,AED,Q4 May 2022,Other,Medium,Other
CRH7000865,https://www.cartier.com/en-ae/jewellery/necklaces/agrafe-necklace-CRH7000865.html,312000.0,AED,Q4 May 2022,Other,Medium,Other
CRH7000866,https://www.cartier.com/en-ae/jewellery/necklaces/agrafe-necklace-CRH7000866.html,710000.0,AED,Q4 May 2022,Other,Medium,Other
CRN3028000,https://www.cartier.com/en-ae/jewellery/necklaces/agrafe-necklace-CRN3028000.html,77000.0,AED,Q4 May 2022,Other,Medium,Other
CRN3029200,https://www.cartier.com/en-ae/jewellery/necklaces/agrafe-necklace-CRN3029200.html,72000.0,AED,Q4 May 2022,Other,Medium,Other
CRN7424320,https://www.cartier.com/en-ae/jewellery/necklaces/agrafe-necklace-CRN7424320.html,72000.0,AED,Q4 May 2022,Other,Medium,Other
CRN7424321,https://www.cartier.com/en-ae/jewellery/necklaces/agrafe-necklace-CRN7424321.html,77000.0,AED,Q4 May 2022,Other,Medium,Other
CRN7424413,https://www.cartier.com/en-ae/jewellery/necklaces/agrafe-necklace-CRN7424413.html,398000.0,AED,Q4 May 2022,Other,Medium,Other
CRN7424414,https://www.cartier.com/en-ae/jewellery/necklaces/agrafe-necklace-CRN7424414.html,398000.0,AED,Q4 May 2022,Other,Medium,Other
CRN7424425,https://www.cartier.com/en-ae/jewellery/necklaces/agrafe-necklace-CRN7424425.html,85000.0,AED,Q4 May 2022,Other,Medium,Other
CRN7424426,https://www.cartier.com/en-ae/jewellery/necklaces/agrafe-necklace-CRN7424426.html,211000.0,AED,Q4 May 2022,Other,Medium,Other
CRN7424427,https://www.cartier.com/en-ae/jewellery/necklaces/agrafe-necklace-CRN7424427.html,85000.0,AED,Q4 May 2022,Other,Medium,Other
CRN7424428,https://www.cartier.com/en-ae/jewellery/necklaces/agrafe-necklace-CRN7424428.html,201000.0,AED,Q4 May 2022,Other,Medium,Other
CRB7224542,https://www.cartier.com/en-ae/jewellery/necklaces/amulette-de-cartier-necklace-small-model-CRB7224542.html,15800.0,AED,Q4 May 2022,Other,Small,Other
CRB7224558,https://www.cartier.com/en-ae/jewellery/necklaces/amulette-de-cartier-necklace-small-model-CRB7224558.html,13800.0,AED,Q4 May 2022,Other,Small,Other
CRB7224559,https://www.cartier.com/en-ae/jewellery/necklaces/amulette-de-cartier-necklace-small-model-CRB7224559.html,13800.0,AED,Q4 May 2022,Other,Small,Other
CRB3047100,https://www.cartier.com/en-ae/jewellery/necklaces/amulette-de-cartier-necklace-xs-model-CRB3047100.html,7200.0,AED,Q4 May 2022,Other,Medium,Other
CRB3047200,https://www.cartier.com/en-ae/jewellery/necklaces/amulette-de-cartier-necklace-xs-model-CRB3047200.html,7200.0,AED,Q4 May 2022,Other,Medium,Other
CRB7224550,https://www.cartier.com/en-ae/jewellery/necklaces/amulette-de-cartier-necklace-xs-model-CRB7224550.html,8250.0,AED,Q4 May 2022,Other,Medium,Other
CRB7059000,https://www.cartier.com/en-ae/jewellery/necklaces/c-de-cartier-necklace-CRB7059000.html,6300.0,AED,Q4 May 2022,Other,Medium,Other
CRN7413000,https://www.cartier.com/en-ae/jewellery/necklaces/c-de-cartier-necklace-CRN7413000.html,116000.0,AED,Q4 May 2022,Other,Medium,Other
CRN7413100,https://www.cartier.com/en-ae/jewellery/necklaces/c-de-cartier-necklace-CRN7413100.html,124000.0,AED,Q4 May 2022,Other,Medium,Other
CRB7224562,https://www.cartier.com/en-ae/jewellery/necklaces/cactus-de-cartier-necklace-CRB7224562.html,17800.0,AED,Q4 May 2022,Other,Medium,Other
CRB7224584,https://www.cartier.com/en-ae/jewellery/necklaces/cactus-de-cartier-necklace-CRB7224584.html,11900.0,AED,Q4 May 2022,Other,Medium,Other
CRH7000156,https://www.cartier.com/en-ae/jewellery/necklaces/cactus-de-cartier-necklace-CRH7000156.html,1220000.0,AED,Q4 May 2022,Other,Medium,Other
CRH7000527,https://www.cartier.com/en-ae/jewellery/necklaces/cactus-de-cartier-necklace-CRH7000527.html,1260000.0,AED,Q4 May 2022,Other,Medium,Other
CRN7424227,https://www.cartier.com/en-ae/jewellery/necklaces/cactus-de-cartier-necklace-CRN7424227.html,64500.0,AED,Q4 May 2022,Other,Medium,Other
CRN7424240,https://www.cartier.com/en-ae/jewellery/necklaces/cactus-de-cartier-necklace-CRN7424240.html,64500.0,AED,Q4 May 2022,Other,Medium,Other
CRN7424278,https://www.cartier.com/en-ae/jewellery/necklaces/cactus-de-cartier-necklace-CRN7424278.html,127000.0,AED,Q4 May 2022,Other,Medium,Other
CRN7424286,https://www.cartier.com/en-ae/jewellery/necklaces/cactus-de-cartier-necklace-CRN7424286.html,34400.0,AED,Q4 May 2022,Other,Medium,Other
CRN7424289,https://www.cartier.com/en-ae/jewellery/necklaces/cactus-de-cartier-necklace-CRN7424289.html,179000.0,AED,Q4 May 2022,Other,Medium,Other
CRB7015300,https://www.cartier.com/en-ae/jewellery/necklaces/caresse-dorchid%C3%A9es-par-cartier-necklace-CRB7015300.html,36100.0,AED,Q4 May 2022,Other,Medium,Other
CRB7015500,https://www.cartier.com/en-ae/jewellery/necklaces/caresse-dorchid%C3%A9es-par-cartier-necklace-CRB7015500.html,12700.0,AED,Q4 May 2022,Other,Medium,Other
CRB7218400,https://www.cartier.com/en-ae/jewellery/necklaces/cartier-damour-necklace-CRB7218400.html,4050.0,AED,Q4 May 2022,Other,Medium,Other
CRB7215400,https://www.cartier.com/en-ae/jewellery/necklaces/cartier-damour-necklace-large-model-CRB7215400.html,10000.0,AED,Q4 May 2022,Other,Large,Other
CRB7215500,https://www.cartier.com/en-ae/jewellery/necklaces/cartier-damour-necklace-large-model-CRB7215500.html,9350.0,AED,Q4 May 2022,Other,Large,Other
CRB7215600,https://www.cartier.com/en-ae/jewellery/necklaces/cartier-damour-necklace-large-model-CRB7215600.html,9350.0,AED,Q4 May 2022,Other,Large,Other
CRB7215700,https://www.cartier.com/en-ae/jewellery/necklaces/cartier-damour-necklace-small-model-CRB7215700.html,5050.0,AED,Q4 May 2022,Other,Small,Other
CRB7215800,https://www.cartier.com/en-ae/jewellery/necklaces/cartier-damour-necklace-small-model-CRB7215800.html,5050.0,AED,Q4 May 2022,Other,Small,Other
CRB7215900,https://www.cartier.com/en-ae/jewellery/necklaces/cartier-damour-necklace-small-model-CRB7215900.html,5400.0,AED,Q4 May 2022,Other,Small,Other
CRB7224515,https://www.cartier.com/en-ae/jewellery/necklaces/cartier-damour-necklace-xs-CRB7224515.html,3700.0,AED,Q4 May 2022,Other,Medium,Other
CRB7224516,https://www.cartier.com/en-ae/jewellery/necklaces/cartier-damour-necklace-xs-CRB7224516.html,3500.0,AED,Q4 May 2022,Other,Medium,Other
CRB7224517,https://www.cartier.com/en-ae/jewellery/necklaces/cartier-damour-necklace-xs-CRB7224517.html,3500.0,AED,Q4 May 2022,Other,Medium,Other
CRB7012000,https://www.cartier.com/en-ae/jewellery/necklaces/chain-necklace-CRB7012000.html,5450.0,AED,Q4 May 2022,Other,Medium,Other
CRB7060700,https://www.cartier.com/en-ae/jewellery/necklaces/chain-necklace-CRB7060700.html,2300.0,AED,Q4 May 2022,Other,Medium,Other
CRB7060800,https://www.cartier.com/en-ae/jewellery/necklaces/chain-necklace-CRB7060800.html,2470.0,AED,Q4 May 2022,Other,Medium,Other
CRB7060900,https://www.cartier.com/en-ae/jewellery/necklaces/chain-necklace-CRB7060900.html,5100.0,AED,Q4 May 2022,Other,Medium,Other
CRB7224576,https://www.cartier.com/en-ae/jewellery/necklaces/chain-necklace-CRB7224576.html,2800.0,AED,Q4 May 2022,Other,Medium,Other
CRB7224735,https://www.cartier.com/en-ae/jewellery/necklaces/chain-necklace-CRB7224735.html,3800.0,AED,Q4 May 2022,Other,Medium,Other
CRB7224736,https://www.cartier.com/en-ae/jewellery/necklaces/chain-necklace-CRB7224736.html,5100.0,AED,Q4 May 2022,Other,Medium,Other
CRN7424417,https://www.cartier.com/en-ae/jewellery/necklaces/clash-de-cartier-necklace-CRN7424417.html,58000.0,AED,Q4 May 2022,Other,Medium,Other
CRN7424312,https://www.cartier.com/en-ae/jewellery/necklaces/clash-de-cartier-necklace-diamonds-CRN7424312.html,25100.0,AED,Q4 May 2022,Other,Medium,Other
CRB7224745,https://www.cartier.com/en-ae/jewellery/necklaces/clash-de-cartier-necklace-medium-model-CRB7224745.html,14100.0,AED,Q4 May 2022,Other,Medium,Other
CRN7424405,https://www.cartier.com/en-ae/jewellery/necklaces/clash-de-cartier-necklace-medium-model-CRN7424405.html,73000.0,AED,Q4 May 2022,Other,Medium,Other
CRN7424406,https://www.cartier.com/en-ae/jewellery/necklaces/clash-de-cartier-necklace-medium-model-CRN7424406.html,73000.0,AED,Q4 May 2022,Other,Medium,Other
CRN7424407,https://www.cartier.com/en-ae/jewellery/necklaces/clash-de-cartier-necklace-medium-model-CRN7424407.html,73000.0,AED,Q4 May 2022,Other,Medium,Other
CRB7224744,https://www.cartier.com/en-ae/jewellery/necklaces/clash-de-cartier-necklace-small-model-CRB7224744.html,9550.0,AED,Q4 May 2022,Other,Small,Other
CRN7424404,https://www.cartier.com/en-ae/jewellery/necklaces/clash-de-cartier-necklace-xl-model-CRN7424404.html,241000.0,AED,Q4 May 2022,Other,Large,Other
CRN7424410,https://www.cartier.com/en-ae/jewellery/necklaces/clash-de-cartier-necklace-xl-model-CRN7424410.html,241000.0,AED,Q4 May 2022,Other,Large,Other
CRH7000714,https://www.cartier.com/en-ae/jewellery/necklaces/diamond-collection-necklace-CRH7000714.html,955000.0,AED,Q4 May 2022,Other,Medium,Other
CRH7000725,https://www.cartier.com/en-ae/jewellery/necklaces/diamond-collection-necklace-CRH7000725.html,875000.0,AED,Q4 May 2022,Other,Medium,Other
CRH7000726,https://www.cartier.com/en-ae/jewellery/necklaces/diamond-collection-necklace-CRH7000726.html,1080000.0,AED,Q4 May 2022,Other,Medium,Other
CRH7000727,https://www.cartier.com/en-ae/jewellery/necklaces/diamond-collection-necklace-CRH7000727.html,1080000.0,AED,Q4 May 2022,Other,Medium,Other
CRH7000300,https://www.cartier.com/en-ae/jewellery/necklaces/essential-lines-necklace-CRH7000300.html,710000.0,AED,Q4 May 2022,Other,Medium,Other
CRH7000348,https://www.cartier.com/en-ae/jewellery/necklaces/essential-lines-necklace-CRH7000348.html,515000.0,AED,Q4 May 2022,Other,Medium,Other
CRH7000349,https://www.cartier.com/en-ae/jewellery/necklaces/essential-lines-necklace-CRH7000349.html,515000.0,AED,Q4 May 2022,Other,Medium,Other
CRH7000351,https://www.cartier.com/en-ae/jewellery/necklaces/essential-lines-necklace-CRH7000351.html,630000.0,AED,Q4 May 2022,Other,Medium,Other
CRB3045700,https://www.cartier.com/en-ae/jewellery/necklaces/etincelle-de-cartier-necklace-CRB3045700.html,19400.0,AED,Q4 May 2022,Other,Medium,Other
CRB3045800,https://www.cartier.com/en-ae/jewellery/necklaces/etincelle-de-cartier-necklace-CRB3045800.html,20800.0,AED,Q4 May 2022,Other,Medium,Other
CRB7224570,https://www.cartier.com/en-ae/jewellery/necklaces/etincelle-de-cartier-necklace-CRB7224570.html,19900.0,AED,Q4 May 2022,Other,Medium,Other
CRB7224571,https://www.cartier.com/en-ae/jewellery/necklaces/etincelle-de-cartier-necklace-CRB7224571.html,21300.0,AED,Q4 May 2022,Other,Medium,Other
CRB7224573,https://www.cartier.com/en-ae/jewellery/necklaces/etincelle-de-cartier-necklace-CRB7224573.html,15200.0,AED,Q4 May 2022,Other,Medium,Other
CRN3108600,https://www.cartier.com/en-ae/jewellery/necklaces/etincelle-de-cartier-necklace-CRN3108600.html,66500.0,AED,Q4 May 2022,Other,Medium,Other
CRN7424287,https://www.cartier.com/en-ae/jewellery/necklaces/etincelle-de-cartier-necklace-CRN7424287.html,56000.0,AED,Q4 May 2022,Other,Medium,Other
CRN7424322,https://www.cartier.com/en-ae/jewellery/necklaces/etincelle-de-cartier-necklace-CRN7424322.html,52000.0,AED,Q4 May 2022,Other,Medium,Other
CRH7000648,https://www.cartier.com/en-ae/jewellery/necklaces/geometry-%26-contrast-necklace-CRH7000648.html,259000.0,AED,Q4 May 2022,Other,Medium,Other
CRH7000649,https://www.cartier.com/en-ae/jewellery/necklaces/geometry-%26-contrast-necklace-CRH7000649.html,453000.0,AED,Q4 May 2022,Other,Medium,Other
CRB3040400,https://www.cartier.com/en-ae/jewellery/necklaces/heart-necklace-CRB3040400.html,6450.0,AED,Q4 May 2022,Other,Medium,Other
CRB7221600,https://www.cartier.com/en-ae/jewellery/necklaces/heart-necklace-CRB7221600.html,6900.0,AED,Q4 May 2022,Other,Medium,Other
CRH7000310,https://www.cartier.com/en-ae/jewellery/necklaces/high-jewelry-necklace-CRH7000310.html,930000.0,AED,Q4 May 2022,Other,Medium,Other
CRH7000329,https://www.cartier.com/en-ae/jewellery/necklaces/high-jewelry-necklace-CRH7000329.html,885000.0,AED,Q4 May 2022,Other,Medium,Other
CRH7000330,https://www.cartier.com/en-ae/jewellery/necklaces/high-jewelry-necklace-CRH7000330.html,575000.0,AED,Q4 May 2022,Other,Medium,Other
CRH7000331,https://www.cartier.com/en-ae/jewellery/necklaces/high-jewelry-necklace-CRH7000331.html,287000.0,AED,Q4 May 2022,Other,Medium,Other
CRH7000332,https://www.cartier.com/en-ae/jewellery/necklaces/high-jewelry-necklace-CRH7000332.html,610000.0,AED,Q4 May 2022,Other,Medium,Other
CRH7000333,https://www.cartier.com/en-ae/jewellery/necklaces/high-jewelry-necklace-CRH7000333.html,303000.0,AED,Q4 May 2022,Other,Medium,Other
CRB3046900,https://www.cartier.com/en-ae/jewellery/necklaces/juste-un-clou-necklace-CRB3046900.html,28300.0,AED,Q4 May 2022,Other,Medium,Other
CRB3047000,https://www.cartier.com/en-ae/jewellery/necklaces/juste-un-clou-necklace-CRB3047000.html,26500.0,AED,Q4 May 2022,Other,Medium,Other
CRB7224511,https://www.cartier.com/en-ae/jewellery/necklaces/juste-un-clou-necklace-CRB7224511.html,26500.0,AED,Q4 May 2022,Other,Medium,Other
CRB7224512,https://www.cartier.com/en-ae/jewellery/necklaces/juste-un-clou-necklace-CRB7224512.html,16000.0,AED,Q4 May 2022,Other,Medium,Other
